kata,f1_frekuensi,f2_panjang,f3_huruf_bingung,f4_suku_kata,f5_fonem_kompleks,f6_visual,f1_frekuensi_norm,f2_panjang_norm,f3_huruf_bingung_norm,f4_suku_kata_norm,f5_fonem_kompleks_norm,f6_visual_norm,klaster,label
membangunnya,1,12,1,4,0,0.5833,0.0,0.4545454545454545,1.0,0.375,0.0,0.5833,1,sulit
terkenal,3,8,0,3,0,0.125,0.0060422960725075,0.2727272727272727,0.0,0.25,0.0,0.125,0,mudah
china,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
pembuatan,1,9,1,4,0,0.5556,0.0,0.3181818181818182,1.0,0.375,0.0,0.5556,1,sulit
pembersihan,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
kesusahan,2,9,0,4,0,0.2222,0.0030211480362537,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
kelak,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
tenteram,1,8,0,3,0,0.25,0.0,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
tertata,2,7,0,3,0,0.0,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
rapi,4,4,1,2,0,0.25,0.0090634441087613,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
kehidupan,3,9,1,4,0,0.4444,0.0060422960725075,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
bahaya,6,6,1,3,0,0.1667,0.0151057401812688,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
memperingatkan,2,14,1,5,0,0.3571,0.0030211480362537,0.5454545454545454,1.0,0.5,0.0,0.3571,1,sulit
sirine,5,6,0,3,0,0.1667,0.0120845921450151,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
alarm,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
diletakkan,5,10,1,4,0,0.2,0.0120845921450151,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
unit,1,4,0,2,0,0.5,0.0,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
kantor,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
gubernur,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
kajhu,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
lampulo,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
oi,1,2,0,2,0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0,mudah
lam,1,3,0,1,0,0.3333,0.0,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
awe,5,3,0,2,0,0.3333,0.0120845921450151,0.0454545454545454,0.0,0.125,0.0,0.3333,0,mudah
pariwisata,1,10,1,5,0,0.2,0.0,0.3636363636363636,1.0,0.5,0.0,0.2,1,sulit
lhok,2,4,0,1,0,0.0,0.0030211480362537,0.0909090909090909,0.0,0.0,0.0,0.0,0,mudah
nga,2,3,1,1,0,0.3333,0.0030211480362537,0.0454545454545454,1.0,0.0,0.0,0.3333,1,sulit
berfungsi,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
memberitahukan,1,14,1,6,0,0.3571,0.0,0.5454545454545454,1.0,0.625,0.0,0.3571,1,sulit
pinggiran,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
tandanya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
dites,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
april,1,5,1,2,1,0.2,0.0,0.1363636363636363,1.0,0.125,0.5,0.2,1,sulit
bertepatan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
kesiapsiagaan,1,13,1,7,0,0.1538,0.0,0.5,1.0,0.75,0.0,0.1538,1,sulit
hkb,1,3,1,1,0,0.3333,0.0,0.0454545454545454,1.0,0.0,0.0,0.3333,1,sulit
lancar,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
diarahkan,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
jalur,2,5,0,2,0,0.2,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
melarikan,1,9,0,4,0,0.2222,0.0,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
evakuasi,5,8,0,5,0,0.125,0.0120845921450151,0.2727272727272727,0.0,0.5,0.0,0.125,0,mudah
bertujuan,2,9,1,4,0,0.4444,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
bireuen,1,7,1,4,0,0.4286,0.0,0.2272727272727272,1.0,0.375,0.0,0.4286,1,sulit
berpenduduk,1,11,1,4,0,0.6364,0.0,0.409090909090909,1.0,0.375,0.0,0.6364,1,sulit
berkunjung,6,10,1,3,0,0.5,0.0151057401812688,0.3636363636363636,1.0,0.25,0.0,0.5,1,sulit
sudut,3,5,1,2,0,0.6,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
desa,10,4,1,2,0,0.25,0.0271903323262839,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
tanda,11,5,1,2,0,0.4,0.0302114803625377,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
naiknya,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
ketahui,2,7,0,4,0,0.1429,0.0030211480362537,0.2272727272727272,0.0,0.375,0.0,0.1429,0,mudah
putus,3,5,1,2,0,0.6,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
pergunungan,1,11,1,4,0,0.5455,0.0,0.409090909090909,1.0,0.375,0.0,0.5455,1,sulit
takengon,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
geurute,1,7,0,4,0,0.2857,0.0,0.2272727272727272,0.0,0.375,0.0,0.2857,0,mudah
seulawah,1,8,0,4,0,0.25,0.0,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
ditempatkan,1,11,1,4,0,0.3636,0.0,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
berhati,2,7,1,3,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
keselamatan,8,11,0,5,0,0.1818,0.0211480362537764,0.409090909090909,0.0,0.5,0.0,0.1818,0,mudah
petunjuk,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
berlindung,2,10,1,3,0,0.5,0.0030211480362537,0.3636363636363636,1.0,0.25,0.0,0.5,1,sulit
perhatikan,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
terhindar,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
terdekat,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
escape,4,6,1,3,0,0.1667,0.0090634441087613,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
building,4,8,1,3,0,0.5,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
mitigasi,3,8,0,4,0,0.125,0.0060422960725075,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
kesiapan,1,8,1,4,0,0.25,0.0,0.2727272727272727,1.0,0.375,0.0,0.25,1,sulit
ilmu,2,4,0,2,0,0.5,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
parit,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
menandakan,2,10,1,4,0,0.5,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
membuang,1,8,1,3,0,0.625,0.0,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
sampah,7,6,1,2,0,0.3333,0.0181268882175226,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
sembarangan,2,11,1,4,0,0.3636,0.0030211480362537,0.409090909090909,1.0,0.375,0.0,0.3636,1,sulit
penyebab,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
terkena,5,7,0,3,0,0.1429,0.0120845921450151,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
matikan,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
lampu,4,5,1,2,0,0.6,0.0090634441087613,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
pergilah,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
berlantai,1,9,1,4,0,0.2222,0.0,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
bukit,2,5,1,2,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
samping,7,7,1,2,0,0.4286,0.0181268882175226,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
lupa,15,4,1,2,0,0.5,0.0422960725075528,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
bantal,1,6,1,2,0,0.3333,0.0,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
kasur,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
pakaian,3,7,1,4,0,0.2857,0.0060422960725075,0.2272727272727272,1.0,0.375,0.0,0.2857,1,sulit
simulasi,1,8,0,4,0,0.25,0.0,0.2727272727272727,0.0,0.375,0.0,0.25,0,mudah
penyemalatan,1,12,1,5,0,0.3333,0.0,0.4545454545454545,1.0,0.5,0.0,0.3333,1,sulit
hancur,8,6,0,2,0,0.3333,0.0211480362537764,0.1818181818181818,0.0,0.125,0.0,0.3333,0,mudah
runtuhan,1,8,0,3,0,0.5,0.0,0.2727272727272727,0.0,0.25,0.0,0.5,0,mudah
akibat,4,6,1,3,0,0.1667,0.0090634441087613,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
menjauh,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
lokasi,2,6,0,3,0,0.0,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.0,0,mudah
longsoran,1,9,1,3,0,0.2222,0.0,0.3181818181818182,1.0,0.25,0.0,0.2222,1,sulit
disusul,3,7,1,3,0,0.4286,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
dinamakan,1,9,1,4,0,0.4444,0.0,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
menampung,3,9,1,3,0,0.6667,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.6667,1,sulit
dijumpai,3,8,1,4,0,0.5,0.0060422960725075,0.2727272727272727,1.0,0.375,0.0,0.5,1,sulit
kawasan,6,7,0,3,0,0.2857,0.0151057401812688,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
lambung,1,7,1,2,0,0.5714,0.0,0.2272727272727272,1.0,0.125,0.0,0.5714,1,sulit
deah,2,4,1,2,0,0.25,0.0030211480362537,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
geulumpang,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
alue,1,4,0,3,0,0.25,0.0,0.0909090909090909,0.0,0.25,0.0,0.25,0,mudah
teungoh,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
mandi,10,5,1,2,0,0.6,0.0271903323262839,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
sarana,1,6,0,3,0,0.1667,0.0,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
landasan,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
helikopter,2,10,1,4,0,0.1,0.0030211480362537,0.3636363636363636,1.0,0.375,0.0,0.1,1,sulit
kompleksnya,1,11,1,3,0,0.2727,0.0,0.409090909090909,1.0,0.25,0.0,0.2727,1,sulit
dalamnya,4,8,1,3,0,0.375,0.0090634441087613,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
antigempa,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
siaga,1,5,0,3,0,0.0,0.0,0.1363636363636363,0.0,0.25,0.0,0.0,0,mudah
carilah,1,7,0,3,0,0.0,0.0,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
sepatutnya,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
senantiasa,1,10,0,5,0,0.2,0.0,0.3636363636363636,0.0,0.5,0.0,0.2,0,mudah
sejarah,8,7,0,3,0,0.0,0.0211480362537764,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
meninggalkan,6,12,1,4,0,0.3333,0.0151057401812688,0.4545454545454545,1.0,0.375,0.0,0.3333,1,sulit
kisah,4,5,0,2,0,0.0,0.0090634441087613,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
pembelajaran,1,12,1,5,0,0.3333,0.0,0.4545454545454545,1.0,0.5,0.0,0.3333,1,sulit
keajaiban,5,9,1,5,0,0.2222,0.0120845921450151,0.3181818181818182,1.0,0.5,0.0,0.2222,1,sulit
dijadikan,5,9,1,4,0,0.3333,0.0120845921450151,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
kuburan,10,7,1,3,0,0.5714,0.0271903323262839,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
massal,8,6,0,2,0,0.1667,0.0211480362537764,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
berhari,1,7,1,3,0,0.1429,0.0,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
kesedihan,2,9,1,4,0,0.2222,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
mendalam,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
keluarganya,2,11,1,5,0,0.1818,0.0030211480362537,0.409090909090909,1.0,0.5,0.0,0.1818,1,sulit
ditemukan,2,9,1,4,0,0.4444,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
sedihnya,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
menjumpai,1,9,1,4,0,0.5556,0.0,0.3181818181818182,1.0,0.375,0.0,0.5556,1,sulit
dekatku,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
paman,12,5,1,2,0,0.6,0.0332326283987915,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
kakekku,2,7,0,3,0,0.1429,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
allah,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
surga,3,5,0,2,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
dikubur,3,7,1,3,0,0.5714,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
korban,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
ulee,10,4,0,3,0,0.25,0.0271903323262839,0.0909090909090909,0.0,0.25,0.0,0.25,0,mudah
penyeberangan,2,13,1,5,0,0.3846,0.0030211480362537,0.5,1.0,0.5,0.0,0.3846,1,sulit
siron,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
bandara,3,7,1,3,0,0.4286,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
makam,3,5,0,2,0,0.4,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
sebelah,12,7,1,3,0,0.1429,0.0332326283987915,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
kiri,6,4,0,2,0,0.0,0.0151057401812688,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
kilometer,2,9,0,4,0,0.1111,0.0030211480362537,0.3181818181818182,0.0,0.375,0.0,0.1111,0,mudah
lebaran,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
takziah,1,7,0,3,0,0.0,0.0,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
mendoakan,2,9,1,4,0,0.4444,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
seusia,1,6,0,4,0,0.1667,0.0,0.1818181818181818,0.0,0.375,0.0,0.1667,0,mudah
menyempatkan,1,12,1,4,0,0.4167,0.0,0.4545454545454545,1.0,0.375,0.0,0.4167,1,sulit
doa,1,3,1,2,0,0.3333,0.0,0.0454545454545454,1.0,0.125,0.0,0.3333,1,sulit
sahabat,2,7,1,3,0,0.1429,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
amin,3,4,0,2,0,0.5,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
bentuk,2,6,1,2,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
menyerupai,3,10,1,5,0,0.4,0.0060422960725075,0.3636363636363636,1.0,0.5,0.0,0.4,1,sulit
keong,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
rancang,1,7,1,2,0,0.2857,0.0,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
ridwan,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
kamil,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
walikota,1,8,0,4,0,0.125,0.0,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
bandung,1,7,1,2,0,0.7143,0.0,0.2272727272727272,1.0,0.125,0.0,0.7143,1,sulit
beliau,1,6,1,4,0,0.3333,0.0,0.1818181818181818,1.0,0.375,0.0,0.3333,1,sulit
tv,2,2,0,1,0,0.0,0.0030211480362537,0.0,0.0,0.0,0.0,0.0,0,mudah
resmi,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
mei,1,3,0,2,0,0.3333,0.0,0.0454545454545454,0.0,0.125,0.0,0.3333,0,mudah
wisata,7,6,0,3,0,0.1667,0.0181268882175226,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
bangunannya,2,11,1,4,0,0.5455,0.0030211480362537,0.409090909090909,1.0,0.375,0.0,0.5455,1,sulit
bermimpi,2,8,1,3,0,0.5,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
terletak,2,8,0,3,0,0.0,0.0030211480362537,0.2727272727272727,0.0,0.25,0.0,0.0,0,mudah
ri,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mudah
berjarak,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
ruangan,5,7,1,3,0,0.4286,0.0120845921450151,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
video,2,5,1,3,0,0.2,0.0030211480362537,0.1363636363636363,1.0,0.25,0.0,0.2,1,sulit
memutar,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
pendek,3,6,1,2,0,0.5,0.0060422960725075,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
serdadu,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
apung,6,5,1,2,0,0.6,0.0151057401812688,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
memindahkannya,1,14,1,5,0,0.4286,0.0,0.5454545454545454,1.0,0.5,0.0,0.4286,1,sulit
dikunjungi,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
wisatawan,3,9,0,4,0,0.3333,0.0060422960725075,0.3181818181818182,0.0,0.375,0.0,0.3333,0,mudah
cut,1,3,0,1,0,0.3333,0.0,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
kecamatan,2,9,0,4,0,0.2222,0.0030211480362537,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
menit,10,5,0,2,0,0.4,0.0271903323262839,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
uniknya,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
beton,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
kesempatan,3,10,1,4,0,0.3,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
bersejarah,1,10,1,4,0,0.1,0.0,0.3636363636363636,1.0,0.375,0.0,0.1,1,sulit
didatangi,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
dahsyatnya,1,10,1,3,1,0.2,0.0,0.3636363636363636,1.0,0.25,0.5,0.2,1,sulit
nelayan,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
kuta,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
pinggir,4,7,1,2,0,0.2857,0.0090634441087613,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
terdampar,1,9,1,3,0,0.3333,0.0,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
pembuat,3,7,1,3,0,0.5714,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
tukang,6,6,1,2,0,0.3333,0.0151057401812688,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
menakutkan,2,10,0,4,0,0.4,0.0030211480362537,0.3636363636363636,0.0,0.375,0.0,0.4,0,mudah
dibaca,2,6,1,3,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
perubahan,4,9,1,4,0,0.4444,0.0090634441087613,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
hikmah,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
lampuuk,12,7,1,3,0,0.5714,0.0332326283987915,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
berubah,8,7,1,3,0,0.4286,0.0211480362537764,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
dulunya,1,7,1,3,0,0.5714,0.0,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
tersapu,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
perubahannya,3,12,1,5,0,0.4167,0.0060422960725075,0.4545454545454545,1.0,0.5,0.0,0.4167,1,sulit
mari,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
berlibur,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
pasir,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
putihnya,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
bali,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
berbatasan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
tersisa,3,7,0,3,0,0.0,0.0060422960725075,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
tumbang,4,7,1,2,0,0.5714,0.0090634441087613,0.2272727272727272,1.0,0.125,0.0,0.5714,1,sulit
lahan,3,5,0,2,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
bola,19,4,1,2,0,0.25,0.0543806646525679,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
rahmattullah,1,12,0,4,0,0.1667,0.0,0.4545454545454545,0.0,0.375,0.0,0.1667,0,mudah
rahmatullah,1,11,0,4,0,0.1818,0.0,0.409090909090909,0.0,0.375,0.0,0.1818,0,mudah
kukuh,1,5,0,2,0,0.4,0.0,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
favorit,2,7,0,3,0,0.0,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.0,0,mudah
menakjubkan,3,11,1,4,0,0.4545,0.0060422960725075,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
berlumpur,1,9,1,3,0,0.5556,0.0,0.3181818181818182,1.0,0.25,0.0,0.5556,1,sulit
asri,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
cemara,1,6,0,3,0,0.1667,0.0,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
ditanam,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
sawah,2,5,0,2,0,0.2,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menghijau,1,9,1,4,1,0.3333,0.0,0.3181818181818182,1.0,0.375,0.5,0.3333,1,sulit
turki,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
berjejer,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
menginap,2,8,1,3,0,0.5,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
paket,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
ditawarkan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
khas,10,4,0,1,1,0.0,0.0271903323262839,0.0909090909090909,0.0,0.0,0.5,0.0,0,mudah
kuah,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
pliek,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
keumamah,2,8,0,4,0,0.375,0.0030211480362537,0.2727272727272727,0.0,0.375,0.0,0.375,0,mudah
timphan,2,7,1,2,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
pesona,2,6,1,3,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
kerusahan,1,9,0,4,0,0.2222,0.0,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
menyisakan,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
baiturrahim,1,11,1,5,0,0.2727,0.0,0.409090909090909,1.0,0.5,0.0,0.2727,1,sulit
kayu,19,4,0,2,0,0.25,0.0543806646525679,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
bertumpuk,1,9,1,3,0,0.5556,0.0,0.3181818181818182,1.0,0.25,0.0,0.5556,1,sulit
dipenuhi,6,8,1,4,0,0.5,0.0151057401812688,0.2727272727272727,1.0,0.375,0.0,0.5,1,sulit
semak,3,5,0,2,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
berenang,6,8,1,3,0,0.375,0.0151057401812688,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
