kata,f1_frekuensi,f2_panjang,f3_huruf_bingung,f4_suku_kata,f5_fonem_kompleks,f6_visual,f1_frekuensi_norm,f2_panjang_norm,f3_huruf_bingung_norm,f4_suku_kata_norm,f5_fonem_kompleks_norm,f6_visual_norm,klaster,label
syekh,1,5,0,1,2,0.0,0.0,0.1363636363636363,0.0,0.0,1.0,0.0,0,mudah
asli,1,4,0,2,0,0.0,0.0,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
tengah,16,6,1,2,0,0.1667,0.0453172205438066,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
ramah,5,5,0,2,0,0.2,0.0120845921450151,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
tamu,5,4,0,2,0,0.5,0.0120845921450151,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
bertamasya,1,10,1,4,1,0.2,0.0,0.3636363636363636,1.0,0.375,0.5,0.2,1,sulit
dikenal,6,7,1,3,0,0.2857,0.0151057401812688,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
serambi,3,7,1,3,0,0.2857,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
mekkah,3,6,0,2,0,0.1667,0.0060422960725075,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
ajaran,2,6,0,3,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
islam,3,5,0,2,0,0.2,0.0060422960725075,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
dianut,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
masjid,28,6,1,2,0,0.3333,0.0815709969788519,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
raya,10,4,0,2,0,0.0,0.0271903323262839,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
baiturrahman,10,12,1,5,0,0.3333,0.0271903323262839,0.4545454545454545,1.0,0.5,0.0,0.3333,1,sulit
direnovasi,1,10,1,5,0,0.2,0.0,0.3636363636363636,1.0,0.5,0.0,0.2,1,sulit
masyarakatnya,1,13,1,5,1,0.1538,0.0,0.5,1.0,0.5,0.5,0.1538,1,sulit
terbaik,5,7,1,3,0,0.1429,0.0120845921450151,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
asia,1,4,0,3,0,0.0,0.0,0.0909090909090909,0.0,0.25,0.0,0.0,0,mudah
payung,6,6,1,2,0,0.5,0.0151057401812688,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
nabawi,1,6,1,3,0,0.5,0.0,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
medinah,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
dibangun,20,8,1,3,0,0.625,0.0574018126888217,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
penjajahan,3,10,1,4,0,0.3,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
belanda,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
wibowo,2,6,1,3,0,0.5,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
menceritakan,6,12,0,5,0,0.25,0.0151057401812688,0.4545454545454545,0.0,0.5,0.0,0.25,0,mudah
kesultanan,2,10,0,4,0,0.3,0.0030211480362537,0.3636363636363636,0.0,0.375,0.0,0.3,0,mudah
sultan,3,6,0,2,0,0.3333,0.0060422960725075,0.1818181818181818,0.0,0.125,0.0,0.3333,0,mudah
iskandar,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
muda,3,4,1,2,0,0.75,0.0060422960725075,0.0909090909090909,1.0,0.125,0.0,0.75,1,sulit
mahkota,1,7,0,3,0,0.1429,0.0,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
tebak,2,5,1,2,0,0.2,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
umur,1,4,0,2,0,0.75,0.0,0.0909090909090909,0.0,0.125,0.0,0.75,0,mudah
mengalami,8,9,1,4,0,0.3333,0.0211480362537764,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
cobaan,2,6,1,3,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
dahsyat,1,7,1,2,1,0.1429,0.0,0.2272727272727272,1.0,0.125,0.5,0.1429,1,sulit
silam,2,5,0,2,0,0.2,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
gempa,26,5,1,2,0,0.4,0.0755287009063444,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
meruntuhkan,1,11,0,4,0,0.4545,0.0,0.409090909090909,0.0,0.375,0.0,0.4545,0,mudah
bangunan,25,8,1,3,0,0.625,0.0725075528700906,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
radhianto,2,9,1,4,0,0.2222,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
provinsi,1,8,1,3,1,0.25,0.0,0.2727272727272727,1.0,0.25,0.5,0.25,1,sulit
dilanda,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
tsunami,101,7,0,3,1,0.4286,0.3021148036253777,0.2272727272727272,0.0,0.25,0.5,0.4286,0,mudah
menghancurkan,2,13,1,4,1,0.3846,0.0030211480362537,0.5,1.0,0.375,0.5,0.3846,1,sulit
gedung,12,6,1,2,0,0.5,0.0332326283987915,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
baiturahman,1,11,1,5,0,0.3636,0.0,0.409090909090909,1.0,0.5,0.0,0.3636,1,sulit
tegak,1,5,0,2,0,0.0,0.0,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
berdiri,9,7,1,3,0,0.2857,0.0241691842900302,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
mengakibatkan,3,13,1,5,0,0.3077,0.0060422960725075,0.5,1.0,0.5,0.0,0.3077,1,sulit
puing,13,5,1,2,0,0.6,0.0362537764350453,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
merusak,3,7,0,3,0,0.2857,0.0060422960725075,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
banda,27,5,1,2,0,0.6,0.0785498489425981,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
museum,18,6,0,3,0,0.6667,0.0513595166163141,0.1818181818181818,0.0,0.25,0.0,0.6667,0,mudah
nama,41,4,0,2,0,0.5,0.120845921450151,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
berhubungan,1,11,1,4,0,0.5455,0.0,0.409090909090909,1.0,0.375,0.0,0.5455,1,sulit
musibah,9,7,1,3,0,0.4286,0.0241691842900302,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
ajaib,6,5,1,3,0,0.2,0.0151057401812688,0.1363636363636363,1.0,0.25,0.0,0.2,1,sulit
pembangkit,3,10,1,3,0,0.4,0.0060422960725075,0.3636363636363636,1.0,0.25,0.0,0.4,1,sulit
listrik,3,7,0,2,2,0.0,0.0060422960725075,0.2272727272727272,0.0,0.125,1.0,0.0,0,mudah
tenaga,2,6,0,3,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
diesel,1,6,1,3,0,0.1667,0.0,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
pltd,9,4,1,1,0,0.5,0.0241691842900302,0.0909090909090909,1.0,0.0,0.0,0.5,1,sulit
berat,7,5,1,2,0,0.2,0.0181268882175226,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
ton,2,3,0,1,0,0.3333,0.0030211480362537,0.0454545454545454,0.0,0.0,0.0,0.3333,0,mudah
dibawa,12,6,1,3,0,0.5,0.0332326283987915,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
bayangkan,3,9,1,3,0,0.3333,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
kapal,6,5,1,2,0,0.2,0.0151057401812688,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
bobot,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
sanggup,2,7,1,2,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
digerakkan,1,10,1,4,0,0.2,0.0,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
hebatnya,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
tanggal,7,7,1,2,0,0.1429,0.0181268882175226,0.2272727272727272,1.0,0.125,0.0,0.1429,1,sulit
desember,6,8,1,3,0,0.375,0.0151057401812688,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
sedahsyat,1,9,1,3,1,0.1111,0.0,0.3181818181818182,1.0,0.25,0.5,0.1111,1,sulit
kondisi,6,7,1,3,0,0.2857,0.0151057401812688,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
mancanegara,1,11,0,5,0,0.2727,0.0,0.409090909090909,0.0,0.5,0.0,0.2727,0,mudah
bersatu,4,7,1,3,0,0.2857,0.0090634441087613,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
penderitaan,1,11,1,5,0,0.3636,0.0,0.409090909090909,1.0,0.5,0.0,0.3636,1,sulit
kegiatan,2,8,0,4,0,0.125,0.0030211480362537,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
sumbangan,3,9,1,3,0,0.5556,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.5556,1,sulit
ucapan,3,6,1,3,0,0.5,0.0060422960725075,0.1818181818181818,1.0,0.25,0.0,0.5,1,sulit
blang,5,5,1,1,1,0.4,0.0120845921450151,0.1363636363636363,1.0,0.0,0.5,0.4,1,sulit
padang,7,6,1,2,0,0.5,0.0181268882175226,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
thanks,2,6,0,1,0,0.1667,0.0030211480362537,0.1818181818181818,0.0,0.0,0.0,0.1667,0,mudah
to,2,2,0,1,0,0.0,0.0030211480362537,0.0,0.0,0.0,0.0,0.0,0,mudah
the,2,3,0,1,0,0.0,0.0030211480362537,0.0454545454545454,0.0,0.0,0.0,0.0,0,mudah
world,2,5,1,1,0,0.4,0.0030211480362537,0.1363636363636363,1.0,0.0,0.0,0.4,1,sulit
bendera,2,7,1,3,0,0.4286,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
negara,12,6,0,3,0,0.1667,0.0332326283987915,0.1818181818181818,0.0,0.25,0.0,0.1667,0,mudah
bangkit,2,7,1,2,0,0.2857,0.0030211480362537,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
lapangan,15,8,1,3,0,0.375,0.0422960725075528,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
keluarga,12,8,0,4,0,0.125,0.0332326283987915,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
pelajari,1,8,1,4,0,0.125,0.0,0.2727272727272727,1.0,0.375,0.0,0.125,1,sulit
longsor,12,7,1,2,0,0.1429,0.0332326283987915,0.2272727272727272,1.0,0.125,0.0,0.1429,1,sulit
dikelilingi,1,11,1,5,0,0.1818,0.0,0.409090909090909,1.0,0.5,0.0,0.1818,1,sulit
pegunungan,19,10,1,4,0,0.6,0.0543806646525679,0.3636363636363636,1.0,0.375,0.0,0.6,1,sulit
terbesar,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
rasakan,4,7,0,3,0,0.1429,0.0090634441087613,0.2272727272727272,0.0,0.25,0.0,0.1429,0,mudah
vulkanik,4,8,0,3,0,0.25,0.0090634441087613,0.2727272727272727,0.0,0.25,0.0,0.25,0,mudah
banjir,9,6,1,2,0,0.3333,0.0241691842900302,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
nur,2,3,0,1,0,0.6667,0.0030211480362537,0.0454545454545454,0.0,0.0,0.0,0.6667,0,mudah
jepang,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
tsu,1,3,0,1,1,0.3333,0.0,0.0454545454545454,0.0,0.0,0.5,0.3333,0,mudah
pelabuhan,6,9,1,4,0,0.4444,0.0151057401812688,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
nami,1,4,0,2,0,0.5,0.0,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
gelombang,5,9,1,3,0,0.3333,0.0120845921450151,0.3181818181818182,1.0,0.25,0.0,0.3333,1,sulit
teguran,1,7,0,3,0,0.2857,0.0,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
tuhan,2,5,0,2,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
disebabkan,3,10,1,4,0,0.4,0.0060422960725075,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
ulah,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
manusia,15,7,0,4,0,0.4286,0.0422960725075528,0.2272727272727272,0.0,0.375,0.0,0.4286,0,mudah
nakal,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menjaga,8,7,0,3,0,0.2857,0.0211480362537764,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
sengaja,3,7,1,3,0,0.1429,0.0060422960725075,0.2272727272727272,1.0,0.25,0.0,0.1429,1,sulit
menebang,13,8,1,3,0,0.5,0.0362537764350453,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
ditampung,1,9,1,3,0,0.5556,0.0,0.3181818181818182,1.0,0.25,0.0,0.5556,1,sulit
habis,8,5,1,2,0,0.2,0.0211480362537764,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
merugikan,1,9,0,4,0,0.3333,0.0,0.3181818181818182,0.0,0.375,0.0,0.3333,0,mudah
lues,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
mengungsi,2,9,1,3,0,0.4444,0.0030211480362537,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
rusak,6,5,0,2,0,0.2,0.0151057401812688,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menerus,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
ditebang,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
rugi,2,4,0,2,0,0.25,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
campur,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
merasakannya,1,12,1,5,0,0.25,0.0,0.4545454545454545,1.0,0.5,0.0,0.25,1,sulit
meletus,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
pasang,4,6,1,2,0,0.3333,0.0090634441087613,0.1818181818181818,1.0,0.125,0.0,0.3333,1,sulit
meletusnya,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
sinabung,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
dihindari,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
waspada,4,7,1,3,0,0.4286,0.0090634441087613,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
mendengar,25,9,1,3,0,0.4444,0.0725075528700906,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
menyebabkan,4,11,1,4,0,0.4545,0.0090634441087613,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
permukaan,3,9,1,4,0,0.4444,0.0060422960725075,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
panik,3,5,1,2,0,0.4,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
wib,2,3,1,1,0,0.6667,0.0030211480362537,0.0454545454545454,1.0,0.0,0.0,0.6667,1,sulit
tepatnya,3,8,1,3,0,0.25,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
mengguncang,1,11,1,3,0,0.4545,0.0,0.409090909090909,1.0,0.25,0.0,0.4545,1,sulit
pidie,1,5,1,3,0,0.4,0.0,0.1363636363636363,1.0,0.25,0.0,0.4,1,sulit
jaya,4,4,0,2,0,0.0,0.0090634441087613,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
meter,6,5,0,2,0,0.2,0.0151057401812688,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
tergeletak,1,10,0,4,0,0.0,0.0,0.3636363636363636,0.0,0.375,0.0,0.0,0,mudah
memungut,3,8,1,3,0,0.625,0.0060422960725075,0.2727272727272727,1.0,0.25,0.0,0.625,1,sulit
berdaya,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
naas,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
gemuruh,1,7,0,3,0,0.4286,0.0,0.2272727272727272,0.0,0.25,0.0,0.4286,0,mudah
hitam,7,5,0,2,0,0.2,0.0181268882175226,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menggumpal,1,10,1,3,0,0.5,0.0,0.3636363636363636,1.0,0.25,0.0,0.5,1,sulit
kelapa,4,6,1,3,0,0.1667,0.0090634441087613,0.1818181818181818,1.0,0.25,0.0,0.1667,1,sulit
mengisi,2,7,1,3,0,0.2857,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
lempeng,3,7,1,2,0,0.4286,0.0060422960725075,0.2272727272727272,1.0,0.125,0.0,0.4286,1,sulit
patah,1,5,1,2,0,0.2,0.0,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
tumpah,1,6,1,2,0,0.5,0.0,0.1818181818181818,1.0,0.125,0.0,0.5,1,sulit
berlarian,4,9,1,4,0,0.2222,0.0090634441087613,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
arah,16,4,0,2,0,0.0,0.0453172205438066,0.0909090909090909,0.0,0.125,0.0,0.0,0,mudah
jalanan,3,7,0,3,0,0.2857,0.0060422960725075,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
perlindungan,1,12,1,4,0,0.5,0.0,0.4545454545454545,1.0,0.375,0.0,0.5,1,sulit
melaju,4,6,0,3,0,0.3333,0.0090634441087613,0.1818181818181818,0.0,0.25,0.0,0.3333,0,mudah
menyapu,2,7,1,3,0,0.5714,0.0030211480362537,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
dihempas,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
luluh,1,5,0,2,0,0.4,0.0,0.1363636363636363,0.0,0.125,0.0,0.4,0,mudah
lantak,1,6,0,2,0,0.1667,0.0,0.1818181818181818,0.0,0.125,0.0,0.1667,0,mudah
atap,9,4,1,2,0,0.25,0.0241691842900302,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
memanjat,3,8,0,3,0,0.375,0.0060422960725075,0.2727272727272727,0.0,0.25,0.0,0.375,0,mudah
ganasnya,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
ule,3,3,0,2,0,0.3333,0.0060422960725075,0.0454545454545454,0.0,0.125,0.0,0.3333,0,mudah
lheue,13,5,0,3,0,0.2,0.0362537764350453,0.1363636363636363,0.0,0.25,0.0,0.2,0,mudah
keudah,1,6,1,3,0,0.3333,0.0,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
punge,2,5,1,2,0,0.6,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
tertimbun,2,9,1,3,0,0.4444,0.0030211480362537,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
boat,5,4,1,2,0,0.25,0.0120845921450151,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
diangkut,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
reda,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
kehilangan,7,10,1,4,0,0.2,0.0181268882175226,0.3636363636363636,1.0,0.375,0.0,0.2,1,sulit
suami,2,5,0,3,0,0.4,0.0030211480362537,0.1363636363636363,0.0,0.25,0.0,0.4,0,mudah
hilang,6,6,1,2,0,0.1667,0.0151057401812688,0.1818181818181818,1.0,0.125,0.0,0.1667,1,sulit
harta,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
bendanya,1,8,1,3,0,0.5,0.0,0.2727272727272727,1.0,0.25,0.0,0.5,1,sulit
kelam,1,5,0,2,0,0.2,0.0,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
menghadapi,6,10,1,4,1,0.4,0.0151057401812688,0.3636363636363636,1.0,0.375,0.5,0.4,1,sulit
mengenang,3,9,1,3,0,0.4444,0.0060422960725075,0.3181818181818182,1.0,0.25,0.0,0.4444,1,sulit
peristiwa,5,9,1,4,0,0.2222,0.0120845921450151,0.3181818181818182,1.0,0.375,0.0,0.2222,1,sulit
kerusakan,3,9,0,4,0,0.2222,0.0060422960725075,0.3181818181818182,0.0,0.375,0.0,0.2222,0,mudah
parah,3,5,1,2,0,0.2,0.0060422960725075,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
bersatunya,1,10,1,4,0,0.3,0.0,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
membangun,5,9,1,3,0,0.6667,0.0120845921450151,0.3181818181818182,1.0,0.25,0.0,0.6667,1,sulit
artis,2,5,0,2,0,0.0,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.0,0,mudah
pejabat,1,7,1,3,0,0.2857,0.0,0.2272727272727272,1.0,0.25,0.0,0.2857,1,sulit
menyediakan,1,11,1,5,0,0.3636,0.0,0.409090909090909,1.0,0.5,0.0,0.3636,1,sulit
tenda,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
bantuan,11,7,1,3,0,0.5714,0.0302114803625377,0.2272727272727272,1.0,0.25,0.0,0.5714,1,sulit
rakyat,1,6,0,2,0,0.0,0.0,0.1818181818181818,0.0,0.125,0.0,0.0,0,mudah
menyadari,2,9,1,4,0,0.3333,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
semboyan,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
bhinneka,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
tunggal,1,7,1,2,0,0.2857,0.0,0.2272727272727272,1.0,0.125,0.0,0.2857,1,sulit
ika,1,3,0,2,0,0.0,0.0,0.0454545454545454,0.0,0.125,0.0,0.0,0,mudah
beda,2,4,1,2,0,0.5,0.0030211480362537,0.0909090909090909,1.0,0.125,0.0,0.5,1,sulit
persatuan,3,9,1,4,0,0.3333,0.0060422960725075,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
saudaranya,2,10,1,5,0,0.3,0.0030211480362537,0.3636363636363636,1.0,0.5,0.0,0.3,1,sulit
sikap,2,5,1,2,0,0.2,0.0030211480362537,0.1363636363636363,1.0,0.125,0.0,0.2,1,sulit
diperbaiki,2,10,1,5,0,0.3,0.0030211480362537,0.3636363636363636,1.0,0.5,0.0,0.3,1,sulit
dibersihkan,3,11,1,4,0,0.2727,0.0060422960725075,0.409090909090909,1.0,0.375,0.0,0.2727,1,sulit
luka,3,4,0,2,0,0.25,0.0060422960725075,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
mendirikan,1,10,1,4,0,0.4,0.0,0.3636363636363636,1.0,0.375,0.0,0.4,1,sulit
pendidikan,1,10,1,4,0,0.5,0.0,0.3636363636363636,1.0,0.375,0.0,0.5,1,sulit
setahun,2,7,0,3,0,0.2857,0.0030211480362537,0.2272727272727272,0.0,0.25,0.0,0.2857,0,mudah
berbenah,1,8,1,3,0,0.375,0.0,0.2727272727272727,1.0,0.25,0.0,0.375,1,sulit
pemerintah,5,10,1,4,0,0.3,0.0120845921450151,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
rambu,23,5,1,2,0,0.6,0.066465256797583,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
peringatan,8,10,1,4,0,0.3,0.0211480362537764,0.3636363636363636,1.0,0.375,0.0,0.3,1,sulit
terulang,2,8,1,3,0,0.25,0.0030211480362537,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
menyelamatkan,11,13,1,5,0,0.3077,0.0302114803625377,0.5,1.0,0.5,0.0,0.3077,1,sulit
amerika,1,7,0,4,0,0.1429,0.0,0.2272727272727272,0.0,0.375,0.0,0.1429,0,mudah
arab,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
saudi,1,5,1,3,0,0.4,0.0,0.1363636363636363,1.0,0.25,0.0,0.4,1,sulit
korea,1,5,0,3,0,0.0,0.0,0.1363636363636363,0.0,0.25,0.0,0.0,0,mudah
inggris,1,7,1,2,1,0.1429,0.0,0.2272727272727272,1.0,0.125,0.5,0.1429,1,sulit
cina,1,4,0,2,0,0.25,0.0,0.0909090909090909,0.0,0.125,0.0,0.25,0,mudah
thailand,1,8,1,3,0,0.25,0.0,0.2727272727272727,1.0,0.25,0.0,0.25,1,sulit
singapura,1,9,1,4,0,0.3333,0.0,0.3181818181818182,1.0,0.375,0.0,0.3333,1,sulit
malaysia,1,8,0,4,0,0.125,0.0,0.2727272727272727,0.0,0.375,0.0,0.125,0,mudah
ibadah,2,6,1,3,0,0.3333,0.0030211480362537,0.1818181818181818,1.0,0.25,0.0,0.3333,1,sulit
pengungsian,1,11,1,4,0,0.4545,0.0,0.409090909090909,1.0,0.375,0.0,0.4545,1,sulit
penduduk,9,8,1,3,0,0.75,0.0241691842900302,0.2727272727272727,1.0,0.25,0.0,0.75,1,sulit
agung,1,5,1,2,0,0.4,0.0,0.1363636363636363,1.0,0.125,0.0,0.4,1,sulit
al,1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,mudah
makmur,1,6,0,2,0,0.5,0.0,0.1818181818181818,0.0,0.125,0.0,0.5,0,mudah
sebutan,1,7,1,3,0,0.4286,0.0,0.2272727272727272,1.0,0.25,0.0,0.4286,1,sulit
oman,2,4,0,2,0,0.5,0.0030211480362537,0.0909090909090909,0.0,0.125,0.0,0.5,0,mudah
qabus,1,5,1,2,0,0.6,0.0,0.1363636363636363,1.0,0.125,0.0,0.6,1,sulit
bin,1,3,1,1,0,0.6667,0.0,0.0454545454545454,1.0,0.0,0.0,0.6667,1,sulit
said,1,4,1,2,0,0.25,0.0,0.0909090909090909,1.0,0.125,0.0,0.25,1,sulit
warga,2,5,0,2,0,0.2,0.0030211480362537,0.1363636363636363,0.0,0.125,0.0,0.2,0,mudah
tiongkok,1,8,1,3,0,0.125,0.0,0.2727272727272727,1.0,0.25,0.0,0.125,1,sulit
perumahan,2,9,1,4,0,0.4444,0.0030211480362537,0.3181818181818182,1.0,0.375,0.0,0.4444,1,sulit
jackie,2,6,0,3,0,0.0,0.0030211480362537,0.1818181818181818,0.0,0.25,0.0,0.0,0,mudah
chan,2,4,0,1,0,0.25,0.0030211480362537,0.0909090909090909,0.0,0.0,0.0,0.25,0,mudah
